AppID,categories_single-player,categories_multi-player,categories_online_pvp,categories_full_controller_support,categories_steam_trading_cards,categories_steam_achievements,categories_steam_cloud,categories_family_sharing,categories_partial_controller_support,categories_shared/split_screen,categories_remote_play_together,genres_action,genres_adventure,genres_indie,genres_rpg,genres_simulation,genres_early_access,genres_strategy,genres_casual
393380,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
518790,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
588650,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
379720,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
1238840,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
813780,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
48700,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1332010,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1172380,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
262060,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0
1057090,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
281990,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
671860,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
433340,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
362890,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
883710,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
8870,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1229490,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
361420,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
220200,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
1222140,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
244210,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
387990,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0
225540,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
379430,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
524220,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
1868140,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1
244850,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0
581320,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1593500,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0
220240,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
412020,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1449560,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
305620,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0
629760,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
304390,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1151640,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0
2050650,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
323190,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
222880,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
236850,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
632470,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
211820,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1
899770,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
504230,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
1167630,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0
238320,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
594570,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
204360,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
513710,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
601150,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
221380,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1217060,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
848450,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1604030,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
686810,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
1361210,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
552500,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
219990,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
613100,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
376210,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
460930,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1196590,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
286690,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
976310,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
356190,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
1366540,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0
635260,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
233860,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0
311690,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
1158310,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
39210,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
440900,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0
570940,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1313140,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0
447040,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
383870,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
703080,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
620980,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
516750,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
335300,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
636480,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
389730,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
231430,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1150690,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
1446780,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
787860,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
424370,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
282070,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
287700,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
881100,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0
646910,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1113000,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
289650,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
235460,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
414340,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
254700,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
1151340,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
1259420,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
418370,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
1030840,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
206420,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
747660,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
753640,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
962130,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
387290,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
287390,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
952060,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
17390,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1
638970,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
238460,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
2231450,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
304430,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
493340,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1
1248130,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1466860,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
752590,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
815370,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
1238860,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1237950,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
213670,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
298110,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2399830,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0
838350,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1
234140,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
648350,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
466560,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
274190,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
246620,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
285900,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
33230,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
629730,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
219640,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
680420,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0
602960,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
1203620,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0
645630,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
728880,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
495420,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
2874330,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
346010,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
409710,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1139900,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
573090,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1222700,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
424840,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
207610,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
617290,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
414700,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
431240,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
1304930,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
1089980,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
633230,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
644930,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
10090,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2479810,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
313120,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0
621060,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
253230,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
880940,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1
214490,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
949230,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1363080,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0
1290000,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
994280,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
221910,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
286160,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1
493520,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
201810,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
637650,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
1272080,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
552100,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
418460,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
243470,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
403640,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
454650,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1
1145350,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
22370,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
834910,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
242920,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
555160,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1282100,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0
221040,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
203140,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
1260320,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1
1384160,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2670630,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
307780,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2379780,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
870780,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
1178830,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
367500,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
1451940,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
920210,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0
225080,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
972660,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0
666140,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1
108710,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
1284190,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
823500,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0
554620,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
505460,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
244450,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
562040,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
1129580,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0
480490,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
201270,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
34330,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1296830,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
4500,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
386940,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
10190,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
10180,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
599140,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0
1149460,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1669980,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
745920,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
1369630,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0
690790,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
568220,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
21690,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
32470,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
360430,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
860510,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
447530,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
1017180,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
236430,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1544020,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
895400,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
1824220,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
266840,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
1206560,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
529340,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
383980,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
418240,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
337000,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
992300,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
1325200,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
17410,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
242860,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
47890,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1189630,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
675010,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
638230,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
704850,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0
612880,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1213210,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1465360,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
527230,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0
383120,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
228380,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
105450,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
107100,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0
250320,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
310950,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
237930,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0
569480,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
1627720,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
692850,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
1135690,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
939960,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1562430,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
413410,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
704270,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
640820,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
1703340,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1184370,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0
485510,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
1621690,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1
1268750,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
625960,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0
1359090,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0
322500,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
740130,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
488790,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
312520,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
312530,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
1657630,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1
787480,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
535930,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
975370,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
1256670,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0
